Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
4701,244,8,37.95,2,2,1,221,5,REGULAR
3561,367,8,37.9,1,2,1,121,4,REGULAR
3143,220,6,37.9,2,2,1,221,5,REGULAR
1701,227,2,37.9,2,1,1,211,4,REGULAR
2476,26,10,37.85,4,3,1,431,8,PROMISING
1694,455,6,37.81,1,2,1,121,4,REGULAR
2546,237,5,37.8,2,1,1,211,4,REGULAR
4063,48,9,37.8,4,3,1,431,8,PROMISING
2187,136,6,37.75,3,2,1,321,6,REGULAR
3929,54,9,37.74,4,3,1,431,8,PROMISING
2737,369,6,37.73,1,2,1,121,4,REGULAR
4640,96,9,37.69,3,3,1,331,7,REGULAR
4176,239,7,37.66,2,2,1,221,5,REGULAR
2951,8,7,37.65,4,2,1,421,7,PROMISING
3854,286,7,37.62,1,2,1,121,4,REGULAR
1539,94,5,37.6,3,1,1,311,5,REGULAR
2778,549,9,37.59,1,3,1,131,5,REGULAR
1376,183,7,37.58,2,2,1,221,5,REGULAR
4534,441,4,37.51,1,1,1,111,3,LOST
3335,481,4,37.5,1,1,1,111,3,LOST
2770,168,5,37.5,2,1,1,211,4,REGULAR
4174,438,4,37.5,1,1,1,111,3,LOST
2027,447,4,37.45,1,1,1,111,3,LOST
4810,137,4,37.4,3,1,1,311,5,REGULAR
3305,189,6,37.34,2,2,1,221,5,REGULAR
4696,134,7,37.2,3,2,1,321,6,REGULAR
2739,102,4,37.2,3,1,1,311,5,REGULAR
1555,278,2,37.2,1,1,1,111,3,LOST
4051,336,6,37.1,1,2,1,121,4,REGULAR
2343,214,9,37.1,2,3,1,231,6,REGULAR
1409,155,6,37.06,2,2,1,221,5,REGULAR
3553,212,6,37.05,2,2,1,221,5,REGULAR
1627,263,9,37.0,2,3,1,231,6,REGULAR
4934,60,8,37.0,3,2,1,321,6,REGULAR
4079,101,6,37.0,3,2,1,321,6,REGULAR
3578,228,6,36.96,2,2,1,221,5,REGULAR
1573,343,6,36.91,1,2,1,121,4,REGULAR
4139,34,6,36.9,4,2,1,421,7,PROMISING
2634,252,5,36.9,2,1,1,211,4,REGULAR
2858,493,3,36.8,1,1,1,111,3,LOST
4763,63,8,36.8,3,2,1,321,6,REGULAR
1545,74,7,36.8,3,2,1,321,6,REGULAR
2714,290,2,36.7,1,1,1,111,3,LOST
4830,372,8,36.7,1,2,1,121,4,REGULAR
4614,67,10,36.6,3,3,1,331,7,REGULAR
2788,118,9,36.6,3,3,1,331,7,REGULAR
1941,105,5,36.6,3,1,1,311,5,REGULAR
4882,60,4,36.6,3,1,1,311,5,REGULAR
1914,209,7,36.56,2,2,1,221,5,REGULAR
2067,140,9,36.54,2,3,1,231,6,REGULAR
1173,69,9,36.5,3,3,1,331,7,REGULAR
3753,367,6,36.5,1,2,1,121,4,REGULAR
1830,348,4,36.5,1,1,1,111,3,LOST
4368,79,8,36.4,3,2,1,321,6,REGULAR
2060,157,5,36.4,2,1,1,211,4,REGULAR
1389,315,8,36.31,1,2,1,121,4,REGULAR
2895,138,3,36.3,2,1,1,211,4,REGULAR
3085,172,4,36.2,2,1,1,211,4,REGULAR
3628,516,6,36.16,1,2,1,121,4,REGULAR
4863,0,4,36.1,4,1,1,411,6,NEW
3218,567,5,36.1,1,1,1,111,3,LOST
2673,20,8,36.1,4,2,1,421,7,PROMISING
4960,133,9,36.0,3,3,1,331,7,REGULAR
3477,531,3,35.91,1,1,1,111,3,LOST
1874,154,9,35.9,2,3,1,231,6,REGULAR
1508,45,8,35.9,4,2,1,421,7,PROMISING
2888,10,9,35.9,4,3,1,431,8,PROMISING
2098,436,7,35.8,1,2,1,121,4,REGULAR
3800,325,6,35.8,1,2,1,121,4,REGULAR
4209,519,4,35.8,1,1,1,111,3,LOST
1607,444,6,35.76,1,2,1,121,4,REGULAR
1042,75,6,35.75,3,2,1,321,6,REGULAR
3974,194,6,35.7,2,2,1,221,5,REGULAR
2537,77,8,35.6,3,2,1,321,6,REGULAR
2995,315,5,35.59,1,1,1,111,3,LOST
4635,75,8,35.5,3,2,1,321,6,REGULAR
2280,353,4,35.5,1,1,1,111,3,LOST
1596,169,10,35.45,2,3,1,231,6,REGULAR
1364,152,8,35.4,2,2,1,221,5,REGULAR
2585,291,10,35.4,1,3,1,131,5,REGULAR
3955,37,6,35.4,4,2,1,421,7,PROMISING
4087,126,5,35.3,3,1,1,311,5,REGULAR
2046,131,5,35.25,3,1,1,311,5,REGULAR
3738,0,10,35.2,4,3,1,431,8,PROMISING
1154,227,9,35.2,2,3,1,231,6,REGULAR
4857,155,4,35.11,2,1,1,211,4,REGULAR
3792,518,4,35.1,1,1,1,111,3,LOST
1463,6,6,35.1,4,2,1,421,7,PROMISING
3057,532,5,35.1,1,1,1,111,3,LOST
1617,275,9,35.1,1,3,1,131,5,REGULAR
1563,612,5,35.0,1,1,1,111,3,LOST
3638,207,4,35.0,2,1,1,211,4,REGULAR
2377,258,5,35.0,2,1,1,211,4,REGULAR
1487,423,7,34.9,1,2,1,121,4,REGULAR
1105,222,6,34.81,2,2,1,221,5,REGULAR
1201,401,4,34.8,1,1,1,111,3,LOST
1453,404,4,34.8,1,1,1,111,3,LOST
2423,517,4,34.8,1,1,1,111,3,LOST
2520,24,6,34.77,4,2,1,421,7,PROMISING
3901,395,4,34.7,1,1,1,111,3,LOST
4354,348,4,34.7,1,1,1,111,3,LOST
1916,44,7,34.65,4,2,1,421,7,PROMISING
1145,84,6,34.61,3,2,1,321,6,REGULAR
1117,220,3,34.6,2,1,1,211,4,REGULAR
1149,18,7,34.6,4,2,1,421,7,PROMISING
1571,220,8,34.5,2,2,1,221,5,REGULAR
2094,602,6,34.44,1,2,1,121,4,REGULAR
1196,33,8,34.42,4,2,1,421,7,PROMISING
1709,252,4,34.4,2,1,1,211,4,REGULAR
1879,417,8,34.4,1,2,1,121,4,REGULAR
4861,108,6,34.4,3,2,1,321,6,REGULAR
3417,15,8,34.3,4,2,1,421,7,PROMISING
2253,162,6,34.3,2,2,1,221,5,REGULAR
3461,187,6,34.3,2,2,1,221,5,REGULAR
4974,420,4,34.24,1,1,1,111,3,LOST
3135,157,6,34.22,2,2,1,221,5,REGULAR
4682,227,6,34.2,2,2,1,221,5,REGULAR
3659,192,7,34.16,2,2,1,221,5,REGULAR
2926,52,7,34.15,4,2,1,421,7,PROMISING
3871,152,7,34.11,2,2,1,221,5,REGULAR
4943,155,6,34.1,2,2,1,221,5,REGULAR
1771,282,6,34.0,1,2,1,121,4,REGULAR
4581,271,6,34.0,2,2,1,221,5,REGULAR
3319,43,5,34.0,4,1,1,411,6,NEW
2429,184,4,33.96,2,1,1,211,4,REGULAR
3720,216,8,33.9,2,2,1,221,5,REGULAR
3725,466,4,33.9,1,1,1,111,3,LOST
3199,6,2,33.9,4,1,1,411,6,NEW
1368,168,2,33.9,2,1,1,211,4,REGULAR
3914,356,6,33.82,1,2,1,121,4,REGULAR
2812,387,3,33.8,1,1,1,111,3,LOST
4033,207,6,33.7,2,2,1,221,5,REGULAR
3475,16,10,33.7,4,3,1,431,8,PROMISING
2318,348,6,33.7,1,2,1,121,4,REGULAR
2970,0,7,33.6,4,2,1,421,7,PROMISING
2677,7,6,33.6,4,2,1,421,7,PROMISING
3332,333,5,33.55,1,1,1,111,3,LOST
3876,88,6,33.5,3,2,1,321,6,REGULAR
2662,390,6,33.41,1,2,1,121,4,REGULAR
3695,174,8,33.4,2,2,1,221,5,REGULAR
3056,137,4,33.4,3,1,1,311,5,REGULAR
2605,487,6,33.35,1,2,1,121,4,REGULAR
2275,150,4,33.32,2,1,1,211,4,REGULAR
2347,337,4,33.3,1,1,1,111,3,LOST
2114,54,6,33.3,4,2,1,421,7,PROMISING
2258,437,7,33.3,1,2,1,121,4,REGULAR
2030,117,7,33.22,3,2,1,321,6,REGULAR
4905,35,2,33.2,4,1,1,411,6,NEW
3131,392,4,33.2,1,1,1,111,3,LOST
1374,147,10,33.2,2,3,1,231,6,REGULAR
3242,221,8,33.1,2,2,1,221,5,REGULAR
4400,19,6,33.02,4,2,1,421,7,PROMISING
3211,91,4,33.0,3,1,1,311,5,REGULAR
1232,182,7,33.0,2,2,1,221,5,REGULAR
4998,77,2,33.0,3,1,1,311,5,REGULAR
1122,9,6,33.0,4,2,1,421,7,PROMISING
2199,576,4,33.0,1,1,1,111,3,LOST
4670,80,7,32.9,3,2,1,321,6,REGULAR
4811,58,7,32.9,3,2,1,321,6,REGULAR
1861,140,5,32.9,2,1,1,211,4,REGULAR
3521,166,8,32.9,2,2,1,221,5,REGULAR
4518,163,5,32.8,2,1,1,211,4,REGULAR
4327,248,5,32.76,2,1,1,211,4,REGULAR
2088,324,5,32.7,1,1,1,111,3,LOST
1459,165,4,32.66,2,1,1,211,4,REGULAR
1633,143,6,32.62,2,2,1,221,5,REGULAR
2384,362,6,32.61,1,2,1,121,4,REGULAR
1219,454,4,32.6,1,1,1,111,3,LOST
3747,309,5,32.6,1,1,1,111,3,LOST
1593,144,7,32.6,2,2,1,221,5,REGULAR
2057,47,5,32.55,4,1,1,411,6,NEW
1317,522,6,32.54,1,2,1,121,4,REGULAR
3820,522,6,32.51,1,2,1,121,4,REGULAR
2919,183,4,32.5,2,1,1,211,4,REGULAR
4570,130,6,32.5,3,2,1,321,6,REGULAR
2013,122,7,32.45,3,2,1,321,6,REGULAR
4047,299,4,32.44,1,1,1,111,3,LOST
2856,131,4,32.4,3,1,1,311,5,REGULAR
1727,165,6,32.4,2,2,1,221,5,REGULAR
3885,76,5,32.4,3,1,1,311,5,REGULAR
4533,223,6,32.4,2,2,1,221,5,REGULAR
3425,380,6,32.31,1,2,1,121,4,REGULAR
3641,3,6,32.3,4,2,1,421,7,PROMISING
2036,490,6,32.3,1,2,1,121,4,REGULAR
3908,173,4,32.3,2,1,1,211,4,REGULAR
2053,100,8,32.2,3,2,1,321,6,REGULAR
1057,570,8,32.15,1,2,1,121,4,REGULAR
2651,475,4,32.12,1,1,1,111,3,LOST
3317,184,6,32.11,2,2,1,221,5,REGULAR
1577,289,2,32.1,1,1,1,111,3,LOST
3449,31,8,32.0,4,2,1,421,7,PROMISING
2006,22,4,32.0,4,1,1,411,6,NEW
2845,90,4,31.9,3,1,1,311,5,REGULAR
1408,160,7,31.9,2,2,1,221,5,REGULAR
2603,550,4,31.86,1,1,1,111,3,LOST
4145,263,6,31.84,2,2,1,221,5,REGULAR
3992,410,4,31.75,1,1,1,111,3,LOST
1085,137,7,31.74,3,2,1,321,6,REGULAR
2966,399,6,31.7,1,2,1,121,4,REGULAR
1645,451,4,31.7,1,1,1,111,3,LOST
3326,244,4,31.5,2,1,1,211,4,REGULAR
3152,36,4,31.5,4,1,1,411,6,NEW
4081,71,6,31.44,3,2,1,321,6,REGULAR
3945,87,6,31.4,3,2,1,321,6,REGULAR
3019,11,5,31.4,4,1,1,411,6,NEW
4913,151,7,31.4,2,2,1,221,5,REGULAR
3710,130,8,31.3,3,2,1,321,6,REGULAR
3791,280,4,31.2,1,1,1,111,3,LOST
4674,578,6,31.2,1,2,1,121,4,REGULAR
4936,290,4,31.11,1,1,1,111,3,LOST
3890,65,9,31.1,3,3,1,331,7,REGULAR
1164,275,5,31.1,1,1,1,111,3,LOST
3805,468,6,31.1,1,2,1,121,4,REGULAR
2887,347,4,31.1,1,1,1,111,3,LOST
1429,326,5,31.1,1,1,1,111,3,LOST
2141,297,9,31.0,1,3,1,131,5,REGULAR
3172,304,7,31.0,1,2,1,121,4,REGULAR
2174,468,7,30.8,1,2,1,121,4,REGULAR
3147,6,5,30.76,4,1,1,411,6,NEW
2451,458,7,30.65,1,2,1,121,4,REGULAR
3550,377,8,30.6,1,2,1,121,4,REGULAR
2214,345,4,30.6,1,1,1,111,3,LOST
3188,24,6,30.59,4,2,1,421,7,PROMISING
1189,544,4,30.56,1,1,1,111,3,LOST
4625,267,5,30.5,2,1,1,211,4,REGULAR
2631,94,7,30.5,3,2,1,321,6,REGULAR
3196,56,5,30.44,3,1,1,311,5,REGULAR
3004,323,4,30.35,1,1,1,111,3,LOST
2329,168,4,30.3,2,1,1,211,4,REGULAR
4332,36,4,30.25,4,1,1,411,6,NEW
2335,160,5,30.21,2,1,1,211,4,REGULAR
3852,273,7,30.1,1,2,1,121,4,REGULAR
1447,573,3,30.01,1,1,1,111,3,LOST
4802,507,2,30.01,1,1,1,111,3,LOST
1920,317,6,30.0,1,2,1,121,4,REGULAR
1662,201,5,30.0,2,1,1,211,4,REGULAR
1665,31,6,30.0,4,2,1,421,7,PROMISING
3073,347,5,30.0,1,1,1,111,3,LOST
4575,20,7,29.94,4,2,1,421,7,PROMISING
2468,292,8,29.8,1,2,1,121,4,REGULAR
1470,567,2,29.71,1,1,1,111,3,LOST
4907,253,5,29.7,2,1,1,211,4,REGULAR
2954,208,7,29.5,2,2,1,221,5,REGULAR
2577,66,8,29.45,3,2,1,321,6,REGULAR
3313,266,6,29.41,2,2,1,221,5,REGULAR
2733,161,6,29.3,2,2,1,221,5,REGULAR
4983,382,6,29.22,1,2,1,121,4,REGULAR
1683,132,5,29.2,3,1,1,311,5,REGULAR
4927,72,5,29.2,3,1,1,311,5,REGULAR
1598,303,7,29.2,1,2,1,121,4,REGULAR
2798,130,8,29.2,3,2,1,321,6,REGULAR
4801,148,5,29.2,2,1,1,211,4,REGULAR
2734,275,3,29.14,1,1,1,111,3,LOST
1166,575,4,29.11,1,1,1,111,3,LOST
4479,323,9,29.1,1,3,1,131,5,REGULAR
4995,576,4,29.0,1,1,1,111,3,LOST
3069,265,5,29.0,2,1,1,211,4,REGULAR
2862,144,6,28.98,2,2,1,221,5,REGULAR
3636,230,8,28.9,2,2,1,221,5,REGULAR
3542,172,4,28.9,2,1,1,211,4,REGULAR
3018,186,6,28.81,2,2,1,221,5,REGULAR
1272,521,2,28.8,1,1,1,111,3,LOST
4729,266,6,28.74,2,2,1,221,5,REGULAR
2881,577,4,28.65,1,1,1,111,3,LOST
4979,250,7,28.6,2,2,1,221,5,REGULAR
4136,141,6,28.6,2,2,1,221,5,REGULAR
2308,476,6,28.6,1,2,1,121,4,REGULAR
4639,403,2,28.6,1,1,1,111,3,LOST
1841,234,4,28.6,2,1,1,211,4,REGULAR
3177,438,4,28.6,1,1,1,111,3,LOST
4996,36,10,28.5,4,3,1,431,8,PROMISING
4552,74,8,28.5,3,2,1,321,6,REGULAR
3494,179,7,28.45,2,2,1,221,5,REGULAR
1192,355,5,28.4,1,1,1,111,3,LOST
4714,122,4,28.4,3,1,1,311,5,REGULAR
4611,125,5,28.3,3,1,1,311,5,REGULAR
3047,114,5,28.3,3,1,1,311,5,REGULAR
2220,148,6,28.21,2,2,1,221,5,REGULAR
2976,211,5,28.21,2,1,1,211,4,REGULAR
3722,516,6,28.2,1,2,1,121,4,REGULAR
2541,474,6,28.2,1,2,1,121,4,REGULAR
3448,460,2,28.2,1,1,1,111,3,LOST
4595,145,4,28.1,2,1,1,211,4,REGULAR
4481,467,3,28.1,1,1,1,111,3,LOST
3366,376,4,28.1,1,1,1,111,3,LOST
3391,9,2,28.0,4,1,1,411,6,NEW
2774,63,7,27.96,3,2,1,321,6,REGULAR
3404,23,4,27.94,4,1,1,411,6,NEW
3012,101,6,27.9,3,2,1,321,6,REGULAR
3244,40,6,27.9,4,2,1,421,7,PROMISING
3569,419,6,27.8,1,2,1,121,4,REGULAR
4242,21,7,27.76,4,2,1,421,7,PROMISING
3707,187,4,27.75,2,1,1,211,4,REGULAR
2227,193,5,27.7,2,1,1,211,4,REGULAR
2931,543,3,27.7,1,1,1,111,3,LOST
1531,345,4,27.7,1,1,1,111,3,LOST
4948,586,4,27.6,1,1,1,111,3,LOST
3386,330,8,27.4,1,2,1,121,4,REGULAR
4409,349,7,27.34,1,2,1,121,4,REGULAR
3078,120,5,27.3,3,1,1,311,5,REGULAR
3008,539,5,27.3,1,1,1,111,3,LOST
2192,323,5,27.3,1,1,1,111,3,LOST
3826,612,2,27.24,1,1,1,111,3,LOST
2615,580,4,27.2,1,1,1,111,3,LOST
4866,131,6,27.1,3,2,1,321,6,REGULAR
4189,110,6,27.1,3,2,1,321,6,REGULAR
4241,454,6,27.1,1,2,1,121,4,REGULAR
1238,304,2,27.0,1,1,1,111,3,LOST
1334,206,5,27.0,2,1,1,211,4,REGULAR
2686,375,4,27.0,1,1,1,111,3,LOST
2853,408,5,26.91,1,1,1,111,3,LOST
2477,209,7,26.9,2,2,1,221,5,REGULAR
2658,75,7,26.9,3,2,1,321,6,REGULAR
3711,175,4,26.85,2,1,1,211,4,REGULAR
1255,460,2,26.8,1,1,1,111,3,LOST
1769,0,5,26.8,4,1,1,411,6,NEW
1685,134,8,26.7,3,2,1,321,6,REGULAR
4987,357,7,26.4,1,2,1,121,4,REGULAR
2473,182,6,26.4,2,2,1,221,5,REGULAR
1112,265,4,26.36,2,1,1,211,4,REGULAR
2342,376,4,26.3,1,1,1,111,3,LOST
1794,104,5,26.3,3,1,1,311,5,REGULAR
2285,14,4,26.21,4,1,1,411,6,NEW
2398,356,7,26.2,1,2,1,121,4,REGULAR
3451,121,7,26.2,3,2,1,321,6,REGULAR
2259,562,6,26.15,1,2,1,121,4,REGULAR
3269,84,5,26.1,3,1,1,311,5,REGULAR
4900,455,4,26.1,1,1,1,111,3,LOST
1200,95,8,26.05,3,2,1,321,6,REGULAR
3231,274,5,26.01,1,1,1,111,3,LOST
4517,430,2,26.0,1,1,1,111,3,LOST
4985,4,8,25.97,4,2,1,421,7,PROMISING
1972,211,5,25.9,2,1,1,211,4,REGULAR
1586,607,6,25.9,1,2,1,121,4,REGULAR
3788,317,2,25.81,1,1,1,111,3,LOST
1445,607,6,25.8,1,2,1,121,4,REGULAR
4027,184,4,25.8,2,1,1,211,4,REGULAR
1610,218,6,25.7,2,2,1,221,5,REGULAR
1284,485,4,25.6,1,1,1,111,3,LOST
3739,146,7,25.6,2,2,1,221,5,REGULAR
1344,117,5,25.5,3,1,1,311,5,REGULAR
1159,199,6,25.45,2,2,1,221,5,REGULAR
1044,66,4,25.4,3,1,1,311,5,REGULAR
3288,248,6,25.4,2,2,1,221,5,REGULAR
1876,197,2,25.31,2,1,1,211,4,REGULAR
4186,66,3,25.3,3,1,1,311,5,REGULAR
3293,235,7,25.3,2,2,1,221,5,REGULAR
2084,137,3,25.3,3,1,1,311,5,REGULAR
4829,57,4,25.21,3,1,1,311,5,REGULAR
2621,459,4,25.2,1,1,1,111,3,LOST
3001,6,4,25.2,4,1,1,411,6,NEW
3708,118,7,25.2,3,2,1,321,6,REGULAR
1960,355,4,25.2,1,1,1,111,3,LOST
4315,248,7,25.2,2,2,1,221,5,REGULAR
2776,595,4,25.14,1,1,1,111,3,LOST
1338,506,5,25.1,1,1,1,111,3,LOST
4141,48,3,25.1,4,1,1,411,6,NEW
4902,258,6,25.0,2,2,1,221,5,REGULAR
3632,451,4,25.0,1,1,1,111,3,LOST
4052,253,5,24.82,2,1,1,211,4,REGULAR
2752,81,2,24.7,3,1,1,311,5,REGULAR
3836,24,6,24.7,4,2,1,421,7,PROMISING
4237,589,2,24.7,1,1,1,111,3,LOST
1132,99,9,24.64,3,3,1,331,7,REGULAR
1273,240,4,24.6,2,1,1,211,4,REGULAR
3032,208,4,24.55,2,1,1,211,4,REGULAR
1707,204,4,24.5,2,1,1,211,4,REGULAR
3432,270,4,24.5,2,1,1,211,4,REGULAR
3602,429,5,24.5,1,1,1,111,3,LOST
4005,596,4,24.5,1,1,1,111,3,LOST
4225,236,6,24.4,2,2,1,221,5,REGULAR
4870,547,6,24.4,1,2,1,121,4,REGULAR
1786,323,6,24.3,1,2,1,121,4,REGULAR
1357,115,6,24.3,3,2,1,321,6,REGULAR
2820,401,2,24.21,1,1,1,111,3,LOST
2216,43,2,24.21,4,1,1,411,6,NEW
4436,7,2,24.1,4,1,1,411,6,NEW
4123,16,4,24.0,4,1,1,411,6,NEW
1156,108,2,24.0,3,1,1,311,5,REGULAR
3238,545,8,24.0,1,2,1,121,4,REGULAR
2050,185,4,23.9,2,1,1,211,4,REGULAR
1481,209,4,23.8,2,1,1,211,4,REGULAR
1048,73,6,23.8,3,2,1,321,6,REGULAR
4383,393,4,23.7,1,1,1,111,3,LOST
4425,74,2,23.7,3,1,1,311,5,REGULAR
1369,394,8,23.6,1,2,1,121,4,REGULAR
3434,203,5,23.52,2,1,1,211,4,REGULAR
4429,162,3,23.5,2,1,1,211,4,REGULAR
1167,317,4,23.5,1,1,1,111,3,LOST
2822,12,4,23.48,4,1,1,411,6,NEW
4844,310,2,23.4,1,1,1,111,3,LOST
4535,25,7,23.4,4,2,1,421,7,PROMISING
1594,341,6,23.3,1,2,1,121,4,REGULAR
1975,95,4,23.3,3,1,1,311,5,REGULAR
4560,180,4,23.2,2,1,1,211,4,REGULAR
4964,30,4,23.15,4,1,1,411,6,NEW
4612,244,4,23.1,2,1,1,211,4,REGULAR
2767,337,5,23.1,1,1,1,111,3,LOST
1299,210,8,23.1,2,2,1,221,5,REGULAR
3383,412,6,23.1,1,2,1,121,4,REGULAR
2501,112,4,23.0,3,1,1,311,5,REGULAR
2457,382,6,23.0,1,2,1,121,4,REGULAR
4031,73,7,23.0,3,2,1,321,6,REGULAR
3568,74,8,22.85,3,2,1,321,6,REGULAR
4333,182,2,22.8,2,1,1,211,4,REGULAR
2198,507,2,22.8,1,1,1,111,3,LOST
1891,543,6,22.8,1,2,1,121,4,REGULAR
1790,276,4,22.7,1,1,1,111,3,LOST
1292,67,4,22.7,3,1,1,311,5,REGULAR
2140,0,6,22.7,4,2,1,421,7,PROMISING
2015,232,4,22.6,2,1,1,211,4,REGULAR
2609,126,5,22.6,3,1,1,311,5,REGULAR
1193,48,4,22.56,4,1,1,411,6,NEW
1886,28,4,22.56,4,1,1,411,6,NEW
4184,15,8,22.5,4,2,1,421,7,PROMISING
4347,298,4,22.5,1,1,1,111,3,LOST
3540,300,7,22.4,1,2,1,121,4,REGULAR
2567,526,2,22.4,1,1,1,111,3,LOST
1119,329,2,22.4,1,1,1,111,3,LOST
2801,446,8,22.35,1,2,1,121,4,REGULAR
4093,478,4,22.3,1,1,1,111,3,LOST
3336,279,2,22.2,1,1,1,111,3,LOST
4984,248,7,22.15,2,2,1,221,5,REGULAR
2722,412,4,22.1,1,1,1,111,3,LOST
3052,179,5,22.05,2,1,1,211,4,REGULAR
4307,543,2,21.96,1,1,1,111,3,LOST
1871,381,2,21.91,1,1,1,111,3,LOST
4522,226,8,21.9,2,2,1,221,5,REGULAR
4658,169,8,21.9,2,2,1,221,5,REGULAR
5000,323,7,21.8,1,2,1,121,4,REGULAR
3146,551,4,21.8,1,1,1,111,3,LOST
1464,210,5,21.8,2,1,1,211,4,REGULAR
1944,121,4,21.7,3,1,1,311,5,REGULAR
3958,56,6,21.6,3,2,1,321,6,REGULAR
3314,504,2,21.6,1,1,1,111,3,LOST
3906,197,4,21.6,2,1,1,211,4,REGULAR
3286,7,4,21.6,4,1,1,411,6,NEW
4483,137,4,21.53,3,1,1,311,5,REGULAR
2985,215,6,21.5,2,2,1,221,5,REGULAR
2848,45,4,21.4,4,1,1,411,6,NEW
3538,304,6,21.3,1,2,1,121,4,REGULAR
3555,442,3,21.2,1,1,1,111,3,LOST
4497,206,4,21.2,2,1,1,211,4,REGULAR
2180,377,5,21.1,1,1,1,111,3,LOST
2526,75,4,21.1,3,1,1,311,5,REGULAR
3037,310,5,21.1,1,1,1,111,3,LOST
1300,482,2,21.0,1,1,1,111,3,LOST
3734,116,5,21.0,3,1,1,311,5,REGULAR
2414,574,2,21.0,1,1,1,111,3,LOST
1556,578,2,20.9,1,1,1,111,3,LOST
4689,114,7,20.9,3,2,1,321,6,REGULAR
1957,333,4,20.8,1,1,1,111,3,LOST
4980,492,2,20.75,1,1,1,111,3,LOST
1068,182,4,20.7,2,1,1,211,4,REGULAR
2493,145,5,20.7,2,1,1,211,4,REGULAR
2021,352,2,20.6,1,1,1,111,3,LOST
1695,329,2,20.6,1,1,1,111,3,LOST
2121,422,4,20.6,1,1,1,111,3,LOST
2539,45,4,20.6,4,1,1,411,6,NEW
2103,294,2,20.55,1,1,1,111,3,LOST
1455,287,2,20.4,1,1,1,111,3,LOST
3870,284,4,20.2,1,1,1,111,3,LOST
3991,545,2,20.16,1,1,1,111,3,LOST
1681,542,6,20.1,1,2,1,121,4,REGULAR
1437,137,4,20.05,3,1,1,311,5,REGULAR
3155,464,2,20.0,1,1,1,111,3,LOST
1257,470,4,20.0,1,1,1,111,3,LOST
1845,145,7,20.0,2,2,1,221,5,REGULAR
4181,479,3,20.0,1,1,1,111,3,LOST
1066,566,6,19.92,1,2,1,121,4,REGULAR
2161,462,4,19.92,1,1,1,111,3,LOST
2490,12,6,19.92,4,2,1,421,7,PROMISING
3654,14,5,19.8,4,1,1,411,6,NEW
3626,567,4,19.8,1,1,1,111,3,LOST
2898,525,7,19.7,1,2,1,121,4,REGULAR
1462,462,4,19.7,1,1,1,111,3,LOST
3933,393,4,19.62,1,1,1,111,3,LOST
3230,350,2,19.6,1,1,1,111,3,LOST
2372,118,6,19.6,3,2,1,321,6,REGULAR
4642,27,4,19.57,4,1,1,411,6,NEW
3883,86,4,19.5,3,1,1,311,5,REGULAR
2852,205,2,19.5,2,1,1,211,4,REGULAR
2710,77,4,19.5,3,1,1,311,5,REGULAR
4118,6,2,19.4,4,1,1,411,6,NEW
4135,598,4,19.4,1,1,1,111,3,LOST
4010,1,6,19.4,4,2,1,421,7,PROMISING
2607,405,4,19.3,1,1,1,111,3,LOST
2463,4,6,19.2,4,2,1,421,7,PROMISING
2219,257,6,19.2,2,2,1,221,5,REGULAR
1350,483,6,19.2,1,2,1,121,4,REGULAR
2112,572,4,19.0,1,1,1,111,3,LOST
4920,312,4,19.0,1,1,1,111,3,LOST
4803,365,6,19.0,1,2,1,121,4,REGULAR
4451,402,2,18.9,1,1,1,111,3,LOST
3606,414,2,18.9,1,1,1,111,3,LOST
1880,106,4,18.8,3,1,1,311,5,REGULAR
2844,223,2,18.8,2,1,1,211,4,REGULAR
4930,504,3,18.71,1,1,1,111,3,LOST
3715,233,7,18.7,2,2,1,221,5,REGULAR
4792,163,4,18.7,2,1,1,211,4,REGULAR
1700,61,4,18.64,3,1,1,311,5,REGULAR
2998,169,5,18.6,2,1,1,211,4,REGULAR
3566,16,4,18.6,4,1,1,411,6,NEW
3598,259,4,18.5,2,1,1,211,4,REGULAR
3887,462,3,18.44,1,1,1,111,3,LOST
3087,368,6,18.4,1,2,1,121,4,REGULAR
2487,174,4,18.1,2,1,1,211,4,REGULAR
2628,393,2,18.0,1,1,1,111,3,LOST
2075,344,6,18.0,1,2,1,121,4,REGULAR
2731,263,4,18.0,2,1,1,211,4,REGULAR
4737,102,2,18.0,3,1,1,311,5,REGULAR
3395,133,4,17.9,3,1,1,311,5,REGULAR
1080,230,5,17.8,2,1,1,211,4,REGULAR
1402,442,4,17.8,1,1,1,111,3,LOST
3834,591,5,17.76,1,1,1,111,3,LOST
4918,337,5,17.7,1,1,1,111,3,LOST
1137,95,6,17.6,3,2,1,321,6,REGULAR
4587,586,2,17.6,1,1,1,111,3,LOST
4379,90,4,17.6,3,1,1,311,5,REGULAR
3130,242,6,17.5,2,2,1,221,5,REGULAR
3845,102,2,17.4,3,1,1,311,5,REGULAR
1247,452,4,17.4,1,1,1,111,3,LOST
2330,420,4,17.4,1,1,1,111,3,LOST
1313,5,2,17.3,4,1,1,411,6,NEW
3970,423,2,17.2,1,1,1,111,3,LOST
3580,36,4,17.2,4,1,1,411,6,NEW
3234,136,2,17.11,3,1,1,311,5,REGULAR
4491,468,2,17.11,1,1,1,111,3,LOST
3466,386,6,17.1,1,2,1,121,4,REGULAR
